Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
6F312F3351343139493049556A376946593274314E413D3D,497075597550696678734755716F76624330754D56513D3D,Интегрированные компьютерные системы управления,3,2016/2017,4,15.04.06 Мехатроника и робототехника,Очная,Магистр,Отчисленный
6F41636C6F4C584E76585949546747743051667064773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F41636C6F4C584E76585949546747743051667064773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Релейная защита электроэнергетических систем,8,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F41636C6F4C584E76585949546747743051667064773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электрические машины,5,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F41636C6F4C584E76585949546747743051667064773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электроэнергетические системы и сети,5,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F42356D43504C374A78346B353067622B57614957413D3D,546179646D314A73322B7155464F396B4350336A5A413D3D,Внешний и внутренний аудит,3,2016/2017,2,38.04.01 Экономика,Очная,Магистр,Отчисленный
6F42356D43504C374A78346B353067622B57614957413D3D,546179646D314A73322B7155464F396B4350336A5A413D3D,Информационные технологии в планировании и организации производства на предприятии,3,2016/2017,2,38.04.01 Экономика,Очная,Магистр,Отчисленный
6F42356D43504C374A78346B353067622B57614957413D3D,546179646D314A73322B7155464F396B4350336A5A413D3D,Практикум бизнес-планирования,2,2015/2016,2,38.04.01 Экономика,Очная,Магистр,Отчисленный
6F42356D43504C374A78346B353067622B57614957413D3D,546179646D314A73322B7155464F396B4350336A5A413D3D,Эконометрическое моделирование,1,2015/2016,2,38.04.01 Экономика,Очная,Магистр,Отчисленный
6F4363385867576A675034686A4A4C39504B345337413D3D,352B474D743959794F685933367932433872303251673D3D,Нефтегазоносные провинции России,2,2015/2016,2,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
6F4363385867576A675034686A4A4C39504B345337413D3D,352B474D743959794F685933367932433872303251673D3D,Петрофизика нефтяного пласта и физико-химические свойства пластовых флюидов,2,2015/2016,2,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
6F4363385867576A675034686A4A4C39504B345337413D3D,352B474D743959794F685933367932433872303251673D3D,Подземная гидродинамика и интерпретация результатов испытания скважин,4,2016/2017,3,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
6F4363385867576A675034686A4A4C39504B345337413D3D,352B474D743959794F685933367932433872303251673D3D,Техника и технология добычи нефти и газа в осложненных условиях,4,2016/2017,3,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
6F4363385867576A675034686A4A4C39504B345337413D3D,352B474D743959794F685933367932433872303251673D3D,Экономика и управление нефтегазовым производством. Технико-экономический анализ,4,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
6F44556A3348674C33344F4630375A4A4650516875773D3D,39326B6D5665434D33364C63566247556C654E5031773D3D,Научно-исследовательская работа в семестре,2,2015/2016,1,09.04.01 Информатика и вычислительная техника,Очная,Магистр,Отчисленный
6F456D34594B784E4E734B4A416C316E7436315446413D3D,50592F6C4F774C4E5635454A4C3874387257305266413D3D,Пожарная безопасность технологических процессов в машиностроении,5,2017/2018,2,20.03.01 Техносферная безопасность,Очная,Бакалавр,Отчисленный
6F456D34594B784E4E734B4A416C316E7436315446413D3D,50592F6C4F774C4E5635454A4C3874387257305266413D3D,Управление техносферной безопасностью,3,2016/2017,2,20.03.01 Техносферная безопасность,Очная,Бакалавр,Отчисленный
6F456D34594B784E4E734B4A416C316E7436315446413D3D,50592F6C4F774C4E5635454A4C3874387257305266413D3D,Элективные дисциплины по физической культуре и спорту,2,2015/2016,2,20.03.01 Техносферная безопасность,Очная,Бакалавр,Отчисленный
6F46694254414B31546C6F546B354A51796B597048513D3D,6A752B6671443130304D4334476D766E68437A6D66513D3D,Основы теории эксперимента,2,2015/2016,4,27.04.02 Управление качеством,Очная,Магистр,Отчисленный
6F46694254414B31546C6F546B354A51796B597048513D3D,6A752B6671443130304D4334476D766E68437A6D66513D3D,Средства и методы управления качеством,3,2016/2017,2,27.04.02 Управление качеством,Очная,Магистр,Отчисленный
6F46694254414B31546C6F546B354A51796B597048513D3D,6A752B6671443130304D4334476D766E68437A6D66513D3D,Экономика качества,2,2015/2016,4,27.04.02 Управление качеством,Очная,Магистр,Отчисленный
6F4751575A554170706C4533397479397050702B76413D3D,7030614C424745562F44776245684544484C423745773D3D,Дефекты в твердых телах и модифицирование материалов,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
6F4751575A554170706C4533397479397050702B76413D3D,7030614C424745562F44776245684544484C423745773D3D,"Изотопный, химический и структурный анализ поверхности методами атомной физики",3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
6F4862612F717932574C647573496E434F4D385066773D3D,467530707A6D4239325544734D33682F436259646B773D3D,Методы создания продуцентов биологически активных веществ,3,2016/2017,2,18.04.01 Химическая технология,Очная,Магистр,Отчисленный
6F4862612F717932574C647573496E434F4D385066773D3D,467530707A6D4239325544734D33682F436259646B773D3D,Ресурсоэффективность фармацевтических производств и прикладные аспекты биофармации,3,2016/2017,2,18.04.01 Химическая технология,Очная,Магистр,Отчисленный
6F49536D50484D57687A5661646C42593934457868673D3D,544E495044735148627759417549724D3352643653513D3D,Маркетинг,3,2016/2017,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F49536D50484D57687A5661646C42593934457868673D3D,544E495044735148627759417549724D3352643653513D3D,Теория бухгалтерского учета,4,2016/2017,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F4C3068744157774C6E713731786B755A78346354673D3D,624663665941697031726C442B4F75673236724479413D3D,Механика 2.2,4,2016/2017,2,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
6F4C3068744157774C6E713731786B755A78346354673D3D,624663665941697031726C442B4F75673236724479413D3D,Основы квантовой электроники,6,2017/2018,2,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
6F4C3068744157774C6E713731786B755A78346354673D3D,624663665941697031726C442B4F75673236724479413D3D,Проектирование оптико-электронных приборов,8,2018/2019,4,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
6F4D39726E46694634614D737458657150692B3431773D3D,4662467338616F707056706E377574397875583268673D3D,Макроэкономика,2,2015/2016,1,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
6F4F527639317551716647553643386D577434354B673D3D,42796C4942795345666D2F65496C41636732443172773D3D,Анализ и диагностика финансово-хозяйственной деятельности предприятий,8,2018/2019,4,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F4F527639317551716647553643386D577434354B673D3D,42796C4942795345666D2F65496C41636732443172773D3D,Бухгалтерский учет,5,2017/2018,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F4F527639317551716647553643386D577434354B673D3D,42796C4942795345666D2F65496C41636732443172773D3D,Менеджмент,3,2016/2017,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F4F527639317551716647553643386D577434354B673D3D,42796C4942795345666D2F65496C41636732443172773D3D,Финансово-промышленный аудит,7,2018/2019,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F4F527639317551716647553643386D577434354B673D3D,42796C4942795345666D2F65496C41636732443172773D3D,Экономика фирмы,5,2017/2018,3,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Детали машин и основы проектирования 2,6,2017/2018,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,"Метрология, стандартизация и сертификация 1.1",5,2017/2018,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Резание материалов и режущий инструмент,7,2018/2019,4,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Теоретическая механика 2,3,2016/2017,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Технология машиностроения,8,2018/2019,4,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Экономика 2.3,6,2017/2018,4,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
6F545756364766764859774F69354F494C41393870773D3D,55704E6435594D6E57534D634A536B7431734F3451513D3D,Механика 2.2,4,2016/2017,2,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
6F545756364766764859774F69354F494C41393870773D3D,55704E6435594D6E57534D634A536B7431734F3451513D3D,Микропроцессорные средства и системы,6,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
6F545756364766764859774F69354F494C41393870773D3D,55704E6435594D6E57534D634A536B7431734F3451513D3D,Приборы ориентации и навигации,8,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
6F545756364766764859774F69354F494C41393870773D3D,55704E6435594D6E57534D634A536B7431734F3451513D3D,Экономика 2.5,6,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
6F545756364766764859774F69354F494C41393870773D3D,55704E6435594D6E57534D634A536B7431734F3451513D3D,Электрические машины в приборостроении,7,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
6F55612F6442644432545A6172394D69592B44696B673D3D,754A774874466B6730476D4837465035312F653763413D3D,Экономика 2.4,7,2018/2019,1,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
6F55612F6442644432545A6172394D69592B44696B673D3D,754A774874466B6730476D4837465035312F653763413D3D,Электроэнергетические системы и сети,6,2013/2014,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
6F5571473951307A626139425A32547271456C7972773D3D,7139776B6375354B7170556F565839756B54515634413D3D,Конструирование и расчет сварочных приспособлений,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
6F5571473951307A626139425A32547271456C7972773D3D,7139776B6375354B7170556F565839756B54515634413D3D,Размерный анализ конструкций изделий,2,2015/2016,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
6F5571473951307A626139425A32547271456C7972773D3D,7139776B6375354B7170556F565839756B54515634413D3D,Технология и оборудование контактной сварки,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
6F6249532F684C4D39764C4D784D676C4D4D39396C513D3D,474F38335462344F317047446A4E384730516E6D7A513D3D,Современные методы лучевой терапии. Основы планирования лучевой терапии,3,2016/2017,2,14.04.02 Ядерные физика и технологии,Очная,Магистр,Отчисленный
6F626D563679596E385876395838736436464D3859673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F626D563679596E385876395838736436464D3859673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электроэнергетические системы и сети,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Гидрогазодинамика,6,2017/2018,3,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Математическое моделирование и методы оптимизации,6,2017/2018,2,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Паропроизводящие установки ТЭС и АЭС,8,2018/2019,2,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Прикладной системный анализ,3,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Теплообменное оборудование ТЭС и АЭС,10,2019/2020,3,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Технология централизованного производства электроэнергии,7,2018/2019,3,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Турбины тепловых и атомных электрических станций,10,2019/2020,2,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6645427341626930706B724846714B416C33574E513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Экономика 2.4,6,2017/2018,3,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F68506A69575A33752B353536374B544A345A5A66773D3D,453932416278364376512B6845646B714776363056413D3D,Использование вычислительных комплексов в решении прикладных задач,1,2015/2016,1,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
6F68506A69575A33752B353536374B544A345A5A66773D3D,453932416278364376512B6845646B714776363056413D3D,Математическое моделирование объектов теплоэнергетики,2,2015/2016,1,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
6F6A50316E49315A5068303534576B2B556D423739673D3D,49413762495730614C6A344974707551505759492F413D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
6F6A50316E49315A5068303534576B2B556D423739673D3D,49413762495730614C6A344974707551505759492F413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
6F6A50316E49315A5068303534576B2B556D423739673D3D,49413762495730614C6A344974707551505759492F413D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
6F6A6D466C4642654A736952342B7244326F446E2F513D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Прикладной системный анализ,3,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
6F6B4E37457A554F64684C495156756C684976506A513D3D,722F6858336947573456663736735A72595A762B42513D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
6F6F36417A38526230517366734F67324F5A655062773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F6F36417A38526230517366734F67324F5A655062773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Релейная защита электроэнергетических систем,8,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F6F36417A38526230517366734F67324F5A655062773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Экономика 2.4,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F6F36417A38526230517366734F67324F5A655062773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F6F36417A38526230517366734F67324F5A655062773D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электроэнергетические системы и сети,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
6F72663771417458374157473778386442587A5657413D3D,38456458586E426B55636F4F32524C505052486175673D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
6F72663771417458374157473778386442587A5657413D3D,38456458586E426B55636F4F32524C505052486175673D3D,Экономика 2.1,5,2017/2018,4,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
6F7635786A6658684877576D4157626C736F697167513D3D,4C5A77686B6D79684658442B2B766E553375506568773D3D,Обеспечение качества измерений,2,2015/2016,3,27.04.01 Стандартизация и метрология,Очная,Магистр,Отчисленный
6F776F4C695970667647716B6C652B464B614F6877513D3D,32587138396D366F3159474F763136784B50446545773D3D,Механика 2.2,4,2016/2017,2,19.03.01 Биотехнология,Очная,Бакалавр,Отчисленный
6F776F4C695970667647716B6C652B464B614F6877513D3D,32587138396D366F3159474F763136784B50446545773D3D,Основы проектирования и оборудование биотехнологических производств,7,2018/2019,2,19.03.01 Биотехнология,Очная,Бакалавр,Отчисленный
6F7830493457526B486947366D346B762B6D6F3956773D3D,4D345A5969655569746F374D446472496D724A5649673D3D,Теория каскадов для разделения двухкомпонентных изотопных смесей,8,2018/2019,4,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
6F793873504B2F4A49307963373876433057314865513D3D,39326B6D5665434D33364C63566247556C654E5031773D3D,Научно-исследовательская работа в семестре,2,2015/2016,1,09.04.01 Информатика и вычислительная техника,Очная,Магистр,Отчисленный
6F79696D5450634F4F7663744D3334495A4B533051673D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Аудит,9,2019/2020,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
6F79696D5450634F4F7663744D3334495A4B533051673D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Бухгалтерский учет,6,2017/2018,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
6F79696D5450634F4F7663744D3334495A4B533051673D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Корпоративные финансы,8,2018/2019,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
6F79696D5450634F4F7663744D3334495A4B533051673D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Маркетинг,3,2016/2017,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
6F79696D5450634F4F7663744D3334495A4B533051673D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Национальная экономика,7,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
6F79696D5450634F4F7663744D3334495A4B533051673D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Экономика фирмы,7,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Математическое моделирование и методы оптимизации,5,2017/2018,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Механика 2.2,4,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Паропроизводящие установки ТЭС и АЭС,7,2018/2019,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Прикладной системный анализ,3,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Тепловые и атомные электрические станции,7,2018/2019,3,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Теплообменное оборудование ТЭС и АЭС,8,2018/2019,3,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Техническая термодинамика,4,2016/2017,3,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
703165362F524877674D63375344547A4351733644513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Турбины тепловых и атомных электрических станций,8,2018/2019,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
70324A62654351496370436162556D464147784C77413D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Математическая статистика,4,2016/2017,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
70324A62654351496370436162556D464147784C77413D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Языки и методы программирования,2,2015/2016,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
7032734E38786C535435436A356E656C6A52436535513D3D,526F4678794358414A416A4D6D5A4E555238654670513D3D,Экономика и менеджмент безопасности,2,2015/2016,4,20.04.01 Техносферная безопасность,Очная,Магистр,Отчисленный
70375830506435396439594F49365A6D2F596C5044773D3D,4C5275763556734C535A5957462B5733484C73536B673D3D,Иностранный язык (английский),2,2015/2016,1,18.03.01 Химическая технология,Заочная,Бакалавр,Отчисленный
703969456B2B704B586476707634736776386B504A513D3D,3379654377426E51316D714972336441456569724B513D3D,Механика 2.2,4,2016/2017,2,12.03.04 Биотехнические системы и технологии,Очная,Бакалавр,Отчисленный
7041724A5A6B65594833314C3450426D504956386C513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Механика 2.2,4,2016/2017,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
7041724A5A6B65594833314C3450426D504956386C513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Общеинженерный проект,7,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
7041724A5A6B65594833314C3450426D504956386C513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Технологический проект,8,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
70426E47642B674B6B386D7039384F564962704878673D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
70426E47642B674B6B386D7039384F564962704878673D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Экономика 2.4,6,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
70426E47642B674B6B386D7039384F564962704878673D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Электрические станции и подстанции,6,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
70432B2F6E74672F54662B715436593377536E6C35673D3D,6E63616653703134306F3342756C61586F566E4652673D3D,Проектирование трактов тепло-и парогенерирующих установок,3,2016/2017,4,13.04.03 Энергетическое машиностроение,Очная,Магистр,Отчисленный
7045464F4D303053325048552F674F586F69343835513D3D,6663727969596E775077714638463634314B6C7248513D3D,Информатика,2,2013/2014,1,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
7045464F4D303053325048552F674F586F69343835513D3D,6663727969596E775077714638463634314B6C7248513D3D,Начертательная геометрия и инженерная графика,2,2013/2014,1,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
7045464F4D303053325048552F674F586F69343835513D3D,6663727969596E775077714638463634314B6C7248513D3D,Теоретическая и прикладная механика,4,2014/2015,1,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
7045464F4D303053325048552F674F586F69343835513D3D,6663727969596E775077714638463634314B6C7248513D3D,Физика 3,4,2014/2015,1,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
704576355169307446586247666446465537776649673D3D,677935644978343152644351447661467937513771673D3D,Химия и технология диэлектрических материалов,6,2013/2014,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
704576355169307446586247666446465537776649673D3D,677935644978343152644351447661467937513771673D3D,Электрические машины,5,2013/2014,1,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
70466A517975562B62656E4936616B396373714A63413D3D,6643334D2F79793236556237426F39725945366F61413D3D,Аналоговые измерительные устройства,7,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
70466A517975562B62656E4936616B396373714A63413D3D,6643334D2F79793236556237426F39725945366F61413D3D,Детали приборов и основы конструирования,5,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
70466A517975562B62656E4936616B396373714A63413D3D,6643334D2F79793236556237426F39725945366F61413D3D,Компьютерные и вычислительные средства в измерительной технике,8,2018/2019,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
70466A517975562B62656E4936616B396373714A63413D3D,6643334D2F79793236556237426F39725945366F61413D3D,Физические основы получения информации,7,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
70466A517975562B62656E4936616B396373714A63413D3D,6643334D2F79793236556237426F39725945366F61413D3D,Цифровые измерительные устройства,8,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
704775343338515263796356664267744B44366357413D3D,722F6858336947573456663736735A72595A762B42513D3D,Экономика 2.4,7,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
7048746557686854364758574C3775394A6B547569513D3D,6A6D415A492B64363464333348734D577164337678773D3D,Детали машин и основы проектирования 2,6,2017/2018,2,13.03.03 Энергетическое машиностроение,Очная,Бакалавр,Отчисленный
7048746557686854364758574C3775394A6B547569513D3D,6A6D415A492B64363464333348734D577164337678773D3D,Расчет и проектирование газоперекачивающих агрегатов,8,2018/2019,3,13.03.03 Энергетическое машиностроение,Очная,Бакалавр,Отчисленный
70497073527967423673686B6C434D4B4C4B796153413D3D,54536A6E5434594A527958676D4D6133305174456E413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
704A4277796F6636737957305138305961614C7556773D3D,4E4E77683375636A36575735706558756E496C6C73513D3D,Механика 2.2,4,2016/2017,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
704A4277796F6636737957305138305961614C7556773D3D,4E4E77683375636A36575735706558756E496C6C73513D3D,Процессы и аппараты химической технологии,7,2018/2019,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
704A4277796F6636737957305138305961614C7556773D3D,4E4E77683375636A36575735706558756E496C6C73513D3D,Экономика 2.2,6,2017/2018,4,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
704C4B794869342B64783561577865527434757854773D3D,54536A6E5434594A527958676D4D6133305174456E413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
704C76327476586F6655446E59736B7A37644B686A413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Дизайн-проектирование,5,2017/2018,4,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
